city,name,room_type,price,minimum_nights,num_reviews,house_rules,maximum_occupancy
Sun Valley,Center of it all neighborhood apartment,Private room,106.0,2.0,4.0,No smoking,2
Moab,Spacious renovated apt. in neighborhood,Private room,120.0,1.0,2.0,No pets & No smoking,2
Ontario,Private room pretty close to city,Private room,823.0,5.0,5.0,No visitors,2
Sioux Falls,Bright and cozy 1 bedroom,Entire home/apt,849.0,1.0,3.0,No visitors,6
Elko,Historic serene neighborhood brownstone 2.5 bed,Entire home/apt,338.0,30.0,5.0,No smoking,3
Chicago,Amazing new private bedroom 5 min to subway,Private room,790.0,2.0,3.0,No smoking,1
Albany,Mid town east side apartment,Entire home/apt,737.0,1.0,1.0,No pets & No children under 10,6
Valdosta,Large private bedroom in neighborhood apartment,Private room,457.0,30.0,3.0,No parties,1
Corpus Christi,My little guest apartment,Entire home/apt,524.0,2.0,1.0,No children under 10,4
Mobile,"Big & sun, 1 stop from city",Entire home/apt,420.0,4.0,3.0,No pets,3
Pensacola,Clean and cozy city room in artsy apartment,Private room,514.0,1.0,3.0,No pets,1
Moline,Private room in cozy shared apt in neighborhood,Private room,527.0,6.0,4.0,No smoking,2
Akron,2 bedroom apt in the heart of neighborhood (house),Entire home/apt,293.0,2.0,5.0,No pets & No smoking & No parties,3
Bismarck,Unique 1 bed room in flatiron/nomad/gramercy,Entire home/apt,445.0,2.0,5.0,No pets,2
Eagle,2 bedrooms avail. in my house,Entire home/apt,748.0,30.0,1.0,No children under 10,6
Sault Ste. Marie,Lovely 1 bedroom city flat in spanish neighborhood,Private room,168.0,7.0,2.0,No parties,1
Seattle,Cozy room amazingly located in neighborhood !,Private room,448.0,3.0,4.0,No smoking,2
Panama City,"4 bedroom apt. prospect lefferts gardens, city",Entire home/apt,333.0,1.0,5.0,No smoking,3
Monroe,Room in clean/quiet/funky space!,Private room,473.0,3.0,1.0,No parties,2
Jacksonville,Beautiful bay ridge room,Private room,390.0,6.0,1.0,No pets & No children under 10,2
Asheville,"Huge 2 bedroom, great location, express metro",Entire home/apt,745.0,4.0,5.0,No visitors,4
Del Rio,"2017 building, new loft, 5 min sub to manhatan",Private room,833.0,1.0,4.0,No smoking,1
Boston,City spacious 6 br victorian home w/ parking,Entire home/apt,336.0,3.0,3.0,No smoking & No visitors,3
Cincinnati,Central neighborhood home,Private room,1172.0,2.0,4.0,No smoking,2
Charleston,Modern 1 bd in the heart of neighborhood,Entire home/apt,1018.0,2.0,1.0,No smoking,2
Hays,City cozy studio near multiple metro lines,Entire home/apt,1021.0,1.0,2.0,No children under 10,10
Aguadilla,Sun 1-bedroom close to city,Entire home/apt,896.0,4.0,4.0,No pets,2
Philadelphia,2 bdrm presidential luxury condo neighborhood 45  city *,Private room,609.0,3.0,2.0,No visitors & No pets,2
Newark,Up to 4 people-only steps away from downtownuare!!,Private room,1046.0,1.0,2.0,No visitors & No smoking,2
Scranton,Cozy private bedroom,Private room,564.0,1.0,2.0,No visitors,2
Montgomery,☆☆☆extravagant couple's escape☆☆☆,Private room,972.0,1.0,4.0,No pets & No parties,2
Dallas,Sun city room,Private room,227.0,7.0,3.0,No pets,2
Kansas City,Cozy private room,Private room,1154.0,28.0,1.0,No smoking & No visitors,1
New Bern,Private room in quiet west neighborhood upper city,Private room,339.0,1.0,3.0,No pets,2
Fort Leonard Wood,Spacious ues room for your travels!,Private room,712.0,1.0,2.0,No visitors & No parties,2
San Diego,Organic oasis duplex (emf-free),Entire home/apt,1186.0,60.0,4.0,No visitors & No smoking,4
Punta Gorda,Cozy apartment off j&m subway lines,Entire home/apt,1056.0,1.0,2.0,No smoking,8
Kahului,The perfect 1-bedroom in cobble hill,Entire home/apt,751.0,5.0,1.0,No children under 10 & No smoking & No pets,5
Laredo,Sun private bedroom in a luxurious apartment,Private room,941.0,2.0,2.0,No smoking,1
Petersburg,Chic & cosy lower east side apartment,Private room,577.0,2.0,3.0,No parties,1
Bozeman,Lovely 3 bedroom townhouse in bk historic district,Entire home/apt,350.0,3.0,5.0,No children under 10,3
Watertown,Residential area in the heart of queens,Private room,913.0,1.0,5.0,No children under 10,1
Yuma,"A place to sleep the night near city,rumc, city",Entire home/apt,723.0,3.0,4.0,No parties,7
Waco,Sun room in the heart of neighborhood,Private room,168.0,4.0,2.0,No parties & No pets & No smoking,2
Casper,1 bedroom in modern neighborhood duplex,Private room,192.0,1.0,2.0,No visitors & No children under 10,1
Ogden,Peaceful spacious 1 bdrm apt in carroll gardens,Entire home/apt,611.0,7.0,5.0,No pets & No smoking & No visitors,2
Santa Rosa,"Les private apt, 1 bedroom & more",Entire home/apt,613.0,3.0,5.0,No smoking,2
St. Cloud,Last minute stay in warm cozy room,Private room,1130.0,2.0,4.0,No parties,1
Columbus,Huge private room in city 10minute to neighborhood,Private room,471.0,1.0,5.0,No pets & No visitors,2
Evansville,The oasis 1,Private room,328.0,3.0,2.0,No visitors,1
St. Petersburg,"Bright, airy loft in neighborhood's street art scene",Entire home/apt,1038.0,4.0,3.0,No pets,8
St. George,1889 city firehouse apt. clinton hill-bedstuy,Entire home/apt,977.0,2.0,3.0,No parties,2
Bemidji,"A small bedroom, lower east side",Private room,142.0,3.0,1.0,No visitors,2
Binghamton,"Clean, large, private r room with queen sized bed",Private room,404.0,2.0,4.0,No smoking & No pets & No parties,2
San Luis Obispo,Neighborhood large and sun private room,Private room,579.0,7.0,3.0,No children under 10,2
Grand Junction,Clean spacious 1 bedroom apt,Entire home/apt,1063.0,2.0,4.0,No children under 10 & No parties,3
Savannah,Cute city studio in the heart of neighborhood,Entire home/apt,1004.0,5.0,3.0,No pets & No children under 10,2
Bishop,Your own duplex 3 bedroom w. backyard in bed-stuy!,Entire home/apt,1115.0,5.0,5.0,No smoking,6
Mission,Neighborhood private flat amazing location,Entire home/apt,702.0,5.0,4.0,No parties,6
Butte,Stunning park 1 bedroom,Entire home/apt,139.0,7.0,2.0,No smoking & No visitors & No parties,3
Myrtle Beach,Adorable prospect heights 1 bedroom,Entire home/apt,107.0,31.0,3.0,No children under 10,2
Ashland,Heart of williamsubrg 1 bedroom,Entire home/apt,437.0,3.0,5.0,No smoking & No pets,2
New Orleans,Neighborhood short term stay,Entire home/apt,318.0,4.0,5.0,No pets & No smoking,2
Sun Valley,Top floor newly renovated 1-bedroom,Entire home/apt,1046.0,4.0,1.0,No smoking,10
North Platte,"A clean, quite, great room for  visit.",Private room,293.0,3.0,2.0,No visitors,1
Nashville,"*light & love* vibrant, historic, sleeps 4",Entire home/apt,679.0,5.0,2.0,No pets,2
Colorado Springs,"Cozy space-sun studio- flatbush, city",Entire home/apt,450.0,3.0,3.0,No parties,2
Lubbock,Beautiful bedroom in upper city,Private room,1170.0,2.0,2.0,No parties & No pets,2
Albany,(neighborhood) large bedroom with private balco,Private room,924.0,1.0,2.0,No smoking,2
Sault Ste. Marie,Entire home in city- 1 bedroom/ private entrance,Entire home/apt,346.0,2.0,4.0,No smoking,3
North Bend,"Waterfront red hook, city",Entire home/apt,839.0,3.0,2.0,No visitors & No children under 10,4
Newburgh,Large and bright cozy room in city,Private room,425.0,7.0,4.0,No parties & No visitors,2
Denver,Bright room in neighborhood loft,Private room,636.0,14.0,4.0,No pets & No smoking & No visitors,2
Eau Claire,"Bright, cozy &  quiet ""treefort""-type one bedroom",Entire home/apt,883.0,4.0,5.0,No parties & No smoking,4
Concord,Two bed apartment in the heart of neighborhood,Entire home/apt,1192.0,2.0,3.0,No visitors,8
Cape Girardeau,New massive 4br/3.5ba townhouse near park ave,Entire home/apt,1088.0,3.0,2.0,No pets,10
Reno,Neighborhood loft,Entire home/apt,660.0,2.0,1.0,No pets,5
Albany,Best apartment alphabet city luxury & comfort !!,Entire home/apt,874.0,2.0,5.0,No parties & No visitors,6
Del Rio,"Studio apartment between city, airport and airport airports",Entire home/apt,728.0,3.0,3.0,No smoking,7
Toledo,Sun railroad apt,Entire home/apt,496.0,6.0,3.0,No pets & No parties & No visitors,3
Raleigh,City family getaway,Entire home/apt,813.0,5.0,2.0,No pets,3
Prescott,The real city experience in neighborhood!,Private room,778.0,7.0,5.0,No smoking,2
Texarkana,"New to market, extended stay studio in park slope",Entire home/apt,355.0,30.0,2.0,No smoking & No visitors,3
Wilmington,Vibrant crown heights,Private room,343.0,3.0,5.0,No visitors & No smoking & No children under 10,1
Walla Walla,Chic and homey neighborhood studio,Entire home/apt,318.0,1.0,2.0,No pets & No parties,2
Riverton,"Studio w/eik & backyard, 23 minutes to city",Entire home/apt,889.0,30.0,3.0,No pets & No smoking & No parties,3
Trenton,1 rm @ 3br loft neighborhood room 3,Private room,666.0,2.0,4.0,No smoking,1
Kearney,Bright clean private room in crown heights 4sr,Private room,831.0,1.0,3.0,No visitors,2
Pocatello,Large comfortable studio in neighborhood,Entire home/apt,591.0,2.0,1.0,No smoking,5
Kotzebue,A large sun bedroom in astoria,Private room,435.0,2.0,2.0,No smoking,1
Alamosa,Sun neighborhood studio,Entire home/apt,1118.0,1.0,1.0,No parties,4
Gillette,Stunning views room for two!,Private room,824.0,5.0,5.0,No smoking,2
Chicago,"Super spacious cozy one-bedroom apartment, astoria",Entire home/apt,809.0,14.0,4.0,No visitors & No smoking,4
Bishop,Worldclass casa - private room - 5 min to airport,Private room,232.0,2.0,3.0,No parties & No visitors,2
Ogden,Cosy and comfortable 2 bdrm with outdoor space,Entire home/apt,677.0,2.0,4.0,No visitors & No smoking,3
Punta Gorda,City designer home!!!,Entire home/apt,163.0,4.0,4.0,No smoking,2
Marquette,Joy's luxury apartment with free parking space,Entire home/apt,651.0,1.0,3.0,No children under 10,3
Idaho Falls,Renting very clean bedroom,Private room,306.0,1.0,5.0,No smoking & No pets,1
Anchorage,"Pop up room, 5 minutes to airport",Private room,644.0,1.0,2.0,No children under 10 & No parties & No smoking,2
Wrangell,Large 1 bdrm in city - city,Entire home/apt,841.0,1.0,1.0,No parties,4
Cheyenne,Luxe designed home by downtown with a view,Entire home/apt,1018.0,5.0,3.0,No visitors,8
Seattle,City hub home: train @ 900ft; neighborhood 30min!,Entire home/apt,1184.0,2.0,4.0,No parties & No pets,7
Key West,Marco's place,Private room,171.0,7.0,4.0,No smoking & No parties,1
Roanoke,"Sun, charming city 1 bedroom!",Entire home/apt,67.0,8.0,3.0,No visitors & No pets,2
Pasco,Private room with stunning view,Private room,512.0,3.0,5.0,No parties & No visitors,1
Scottsbluff,Cozy 1-bedroom apartment in les,Entire home/apt,1078.0,3.0,1.0,No parties,7
Charleston,Room in central city,Private room,486.0,4.0,2.0,No parties,2
Wenatchee,Cozy room in a luxury apartment,Private room,1176.0,1.0,1.0,No pets,2
Huntsville,"Perfect soho/nolita location, clean and cozy home",Private room,173.0,1.0,3.0,No parties,1
Brainerd,1 br in luxury neighborhood doorman bldg,Entire home/apt,259.0,2.0,3.0,No pets,3
Madison,Nice bedroom at city -upper east side/neighborhood,Private room,1048.0,3.0,3.0,No smoking,2
Detroit,New city studio get away!,Entire home/apt,803.0,2.0,2.0,No children under 10,7
Charleston,Bright clinton hill/bed stuy room in artist's apt.,Private room,739.0,3.0,5.0,No visitors & No pets & No smoking,2
Knoxville,City sun room 5 min to subway,Private room,793.0,2.0,5.0,No visitors & No children under 10,2
Corpus Christi,Private bedroom in washington heights,Private room,423.0,3.0,5.0,No parties & No pets,1
Manhattan,"Home base, minutes to city!!!",Entire home/apt,632.0,2.0,4.0,No smoking & No pets,2
Grand Forks,Trendy neighborhood apartment!,Private room,1199.0,2.0,1.0,No visitors,2
College Station,Pretty private room in city by prospect park,Private room,1144.0,2.0,4.0,No smoking & No visitors,2
Greer,Cozy bedroom in les apartment,Private room,183.0,1.0,3.0,No children under 10,2
Moline,Rock star house!,Private room,530.0,2.0,4.0,No parties,2
Fort Dodge,"New, bright&spacious cool apartment",Entire home/apt,410.0,7.0,3.0,No visitors,4
Grand Junction,Cool room city - sleeps up to 3 guests,Private room,208.0,1.0,5.0,No pets,2
Fort Leonard Wood,Quaint studio. 20 mins to city,Entire home/apt,624.0,2.0,5.0,No pets,6
Anchorage,Private green apple brownstone studio neighborhood city,Entire home/apt,749.0,4.0,4.0,No smoking,5
Tampa,East city (march 10th-18th),Private room,310.0,4.0,3.0,No smoking,1
Dayton,Renovated & spacious neighborhood studio,Entire home/apt,752.0,3.0,3.0,No children under 10,7
Waterloo,Large studio,Entire home/apt,1135.0,1.0,4.0,No visitors,4
Nantucket,Private room,Private room,857.0,27.0,5.0,No pets,1
Santa Rosa,Comfortable room in quite home with queen size bed,Private room,957.0,2.0,5.0,No visitors,1
Bethel,Beautiful spacious private room w/ lovely backyard,Private room,405.0,7.0,4.0,No smoking,1
Saipan,City apartment / hidden gem rosedale llc,Entire home/apt,200.0,1.0,4.0,No visitors & No children under 10,2
Wichita Falls,"Lovely west neighborhood duplex, comfortably sleeps 4",Entire home/apt,1183.0,10.0,4.0,No smoking & No parties & No pets,6
Nashville,Fidi cozy room overlooking east river,Private room,870.0,1.0,5.0,No parties,2
Butte,Private room in cozy astoria apartment,Private room,1092.0,2.0,2.0,No smoking & No children under 10,2
Ontario,Charming 1br in neighborhood east by sonder,Entire home/apt,586.0,29.0,3.0,No pets & No smoking & No parties,4
Idaho Falls,"Sun, spacious room in 3br apt",Private room,615.0,11.0,5.0,No smoking & No visitors,1
Rhinelander,Lrg room 1 block from prospect park,Private room,306.0,3.0,1.0,No parties,1
Stillwater,"1 bdrm in park slope , city.",Entire home/apt,812.0,1.0,3.0,No children under 10 & No visitors,2
Green Bay,Tulsi's private cozy studio,Private room,812.0,2.0,3.0,No children under 10 & No visitors,2
Cape Girardeau,"Big apt/big bedroom,  71st & 1st ave",Private room,1130.0,30.0,2.0,No smoking,1
Eau Claire,Charming one bedroom apt on the upper east side.,Entire home/apt,206.0,1.0,5.0,No children under 10,3
Sanford,Large modern studio with free parking in driveway,Entire home/apt,867.0,2.0,5.0,No children under 10 & No smoking,2
Marquette,Private studio-like room on the upper west side.,Private room,495.0,1.0,3.0,No children under 10,2
Panama City,Bright loft-like apartment,Entire home/apt,915.0,15.0,4.0,No children under 10,2
Presque Isle,Eclectic charm in the neighborhood,Entire home/apt,542.0,2.0,5.0,No parties,2
Greenville,"Newly renovated, large room. right by trains!",Private room,958.0,1.0,4.0,No children under 10,1
Fresno,Large 3 bedroom loft in heart of neighborhood,Entire home/apt,233.0,3.0,3.0,No pets,3
Hays,Stylish city art loft '3',Private room,421.0,3.0,5.0,No pets,2
Milwaukee,Sun and bright 1br factory loft,Entire home/apt,146.0,30.0,1.0,No smoking & No visitors,2
Pocatello,Welcome to the secret oasis in neighborhood,Private room,409.0,1.0,3.0,No parties,1
Cleveland,Blocks to the high line * neighborhood home for 10,Entire home/apt,1031.0,2.0,4.0,No parties,4
Nome,Event space | backyard | pool,Private room,819.0,1.0,3.0,No visitors,2
Alpena,Huge bedroom w/direct access to backyard,Private room,635.0,2.0,2.0,No parties,1
Honolulu,"Cozy and home feeling, 1-bedroom apt near subway",Private room,969.0,1.0,4.0,No children under 10 & No parties,1
Bloomington,Clean private room in rosedale - close to airport+mall,Private room,148.0,1.0,4.0,No children under 10 & No pets,1
Waterloo,Gorgeous uws apt with own full bath,Private room,1196.0,4.0,4.0,No visitors & No pets & No children under 10,1
Lincoln,Neighborhood roots chic apt,Entire home/apt,748.0,28.0,4.0,No visitors & No smoking,7
Saginaw,"Brand new modern luxury apt, room b",Private room,337.0,1.0,3.0,No children under 10 & No visitors & No smoking,2
Sheridan,Charming shared place in east city,Shared room,350.0,2.0,4.0,No pets & No parties & No smoking,1
Bend,Ditmas park beautiful spacious apartment,Entire home/apt,425.0,2.0,4.0,No visitors,2
St. Petersburg,Spacious private bedroom in the heart of neighborhood!,Private room,990.0,30.0,5.0,No parties & No children under 10,2
Mission,Modern touch.,Entire home/apt,1033.0,2.0,4.0,No smoking & No pets,6
Oakland,Historic far rockaway beach bungalow,Entire home/apt,222.0,3.0,5.0,No visitors,2
Martha's Vineyard,Tranquil oasis in the heart of neighborhood,Entire home/apt,809.0,2.0,2.0,No pets & No children under 10,6
Fort Wayne,Penthouse,Entire home/apt,541.0,4.0,3.0,No pets,5
Cheyenne,South park slope house (aug 5 - 27; 10 day min),Entire home/apt,113.0,10.0,4.0,No children under 10 & No visitors,3
Barrow,Furnished room w/ ac in crown heights/clinton hill,Private room,1170.0,2.0,5.0,No visitors & No pets,2
Fort Lauderdale,"New, luxury and sun apartment",Entire home/apt,887.0,1.0,3.0,No parties,7
South Bend,Room in lovely loft with waterfront view,Private room,234.0,10.0,4.0,No parties,2
Pago Pago,"The architect’s suite w/ private bath, near metro",Private room,157.0,3.0,2.0,No parties & No pets,1
Martha's Vineyard,Hell's kitchen enclave: a diamond in the rough.,Entire home/apt,577.0,4.0,2.0,No pets & No parties,2
Rhinelander,Beach house retreat. 15 minutes from city.,Entire home/apt,1024.0,7.0,2.0,No pets,8
Burlington,Charming 1 bedroom in center of neighborhood,Entire home/apt,1098.0,90.0,5.0,No parties,3
Tallahassee,Sun room in city (20 min from city),Private room,873.0,1.0,4.0,No pets & No children under 10,2
Tyler,20 steps to subway!!,Entire home/apt,1144.0,2.0,2.0,No parties & No pets,7
Myrtle Beach,⭐️walk + transit score 97⭐️8min to yankee std⭐️,Entire home/apt,1130.0,2.0,1.0,No pets & No smoking,2
Harrisburg,East neighborhood entire 1br apt,Entire home/apt,1009.0,5.0,5.0,No pets & No smoking,8
Aspen,Private queen bedroom in uws near park,Private room,984.0,3.0,5.0,No visitors & No parties,2
Sheridan,Luz lunar bibis,Private room,1066.0,1.0,5.0,No pets & No parties,2
San Antonio,Cozy 4 bedroom's downtownuare apartment!,Private room,718.0,3.0,2.0,No visitors,2
Indianapolis,"Chic, spacious loft + backyard",Entire home/apt,441.0,2.0,4.0,No visitors & No parties,3
Baltimore,Historic ues penthouse/rooftop terrace by the met,Entire home/apt,933.0,1.0,4.0,No parties & No visitors & No smoking,9
Decatur,Cozy garden oasis city private 1 bedroom apt,Entire home/apt,499.0,2.0,5.0,No visitors,2
Pensacola,Empire state building apartment,Entire home/apt,662.0,7.0,5.0,No smoking & No visitors,2
Sitka,1 bedroom in a modern mid-town apt,Private room,187.0,1.0,4.0,No parties & No smoking,1
Jacksonville,Design-infused two bed beauty in neighborhood,Entire home/apt,942.0,3.0,1.0,No parties & No children under 10,2
Dodge City,Studio apt in washington square <3,Entire home/apt,511.0,7.0,2.0,No children under 10,5
Bishop,Lovely large bedroom in west neighborhood,Private room,784.0,3.0,4.0,No smoking,1
Arcata,Tranquility on downtownuare vip room king bed,Private room,782.0,1.0,4.0,No smoking,1
Los Angeles,Luxury building studio,Entire home/apt,1076.0,2.0,1.0,No parties & No children under 10,2
Green Bay,Greatly located neighborhood 1br ap,Entire home/apt,1126.0,30.0,2.0,No visitors,11
San Angelo,Convenient room near subway abcd&1!,Private room,370.0,2.0,4.0,No children under 10,2
Moline,Artist's huge family home in bk with roof deck!,Entire home/apt,1000.0,2.0,3.0,No visitors,10
Latrobe,Loft space in bushwich,Entire home/apt,1176.0,2.0,4.0,No pets,4
Bismarck,Large serene room available in city duplex,Private room,268.0,2.0,2.0,No smoking & No pets,2
Sarasota,Huge apt w city city skyline view,Entire home/apt,916.0,4.0,2.0,No children under 10 & No pets,3
Alpena,Beautiful park slope apartment in great location!,Entire home/apt,67.0,31.0,5.0,No children under 10,2
Madison,Cute private space in an awesome location,Entire home/apt,662.0,1.0,5.0,No smoking,4
Binghamton,Quiet and hip astoria house (15 min. to city),Private room,729.0,1.0,1.0,No parties & No children under 10,1
Anchorage,3bdrm cozy attic 15 mins from airport & belmont track,Entire home/apt,656.0,3.0,4.0,No parties & No visitors,5
Boise,Entire apt close to lincoln center,Entire home/apt,285.0,10.0,2.0,No children under 10 & No smoking,2
Stockton,Private room and bathroom in bright apartment,Private room,1081.0,2.0,1.0,No smoking & No children under 10,1
Sacramento,Gorgeous space in lic/astoria,Private room,1043.0,7.0,1.0,No smoking,1
Key West,Upper east side cozy apartment,Entire home/apt,151.0,4.0,1.0,No parties & No children under 10,2
Lewiston,Huge  private garden apt - memory foam mattress,Private room,894.0,14.0,3.0,No smoking,1
La Crosse,"Luxury room (rm4), 5 mins from columbia",Private room,1023.0,3.0,2.0,No pets,2
Billings,Large sofa in artist's apartment,Shared room,944.0,1.0,2.0,No parties,1
Tucson,Bright apartment in clinton hill,Entire home/apt,1144.0,5.0,3.0,No pets,4
Aberdeen,"1 bdr. lower east side, , 2 beds",Entire home/apt,70.0,1.0,4.0,No pets,3
Asheville,Quaint&cozy 1br-gem in neighborhood,Private room,65.0,8.0,4.0,No pets,2
Nantucket,Luxury apartment in amazing neighborhood! sleeps 7,Entire home/apt,175.0,3.0,4.0,No visitors & No smoking,3
Cape Girardeau,Cozy beautiful room only 20min from city city!,Private room,122.0,7.0,1.0,No pets & No parties & No children under 10,1
Pocatello,Cozy 2bd near columbia univ,Entire home/apt,102.0,4.0,2.0,No pets,3
Lubbock,Private room near columbia university,Private room,780.0,1.0,2.0,No pets & No visitors & No smoking,2
Elko,Convenient apartment in washington heights,Entire home/apt,857.0,1.0,3.0,No smoking & No children under 10 & No pets,2
Lawton,Cozy chic uptown home,Private room,1005.0,4.0,5.0,No parties,1
Pellston,Designer's beautiful 2br apartment in nolita/soho,Entire home/apt,1120.0,2.0,5.0,No smoking & No children under 10,6
Stillwater,Charming neighborhood studio,Entire home/apt,768.0,7.0,2.0,No smoking,2
Valparaiso,Spacious uws 1br + balco by park,Entire home/apt,661.0,2.0,2.0,No parties & No pets,3
Decatur,"Hamilton hts beauty, city 1 br",Entire home/apt,486.0,1.0,3.0,No smoking,4
Ogden,"Luxury, doorman, steps from united nations,",Private room,213.0,30.0,3.0,No parties & No children under 10,1
Waterloo,Cute lic-beautiful garden-neighborhood1stop-breakfast,Private room,815.0,1.0,2.0,No children under 10,1
Pasco,Cozy and extremely well located neighborhood room,Private room,1055.0,2.0,4.0,No parties,1
Ogdensburg,2bdrm apt w/private backyard in artsy neighborhood,Entire home/apt,883.0,2.0,1.0,No parties & No children under 10,3
Atlanta,1bd in a sun 2 bd ft. greene apt,Private room,1056.0,1.0,4.0,No visitors & No pets,1
San Juan,Spacious city loft in clinton hill,Private room,1159.0,2.0,5.0,No smoking,1
Bend,"Private room. 1 bed, 2 guests, 3333 broadway",Private room,705.0,1.0,3.0,No pets,2
Knoxville,Amazing large sun studio in neighborhood,Entire home/apt,144.0,30.0,4.0,No parties & No smoking,3
Oklahoma City,Canadian room @ columbia uni.,Private room,611.0,1.0,2.0,No pets,2
Kalispell,*no guest service fee* beekman tower studio with queen bed & free wifi,Entire home/apt,953.0,3.0,5.0,No visitors & No smoking,5
Mission,Sweet and secluded suite minutes from city,Entire home/apt,406.0,3.0,5.0,No smoking,3
Kalamazoo,Spacious & quaint 1 bed in neighborhood,Entire home/apt,55.0,2.0,5.0,No smoking & No pets,3
Dodge City,1 bed/bath condo steps from bedford,Entire home/apt,142.0,5.0,1.0,No parties & No children under 10,3
Stillwater,Private and comfortable bedroom,Private room,200.0,7.0,5.0,No children under 10 & No parties,2
Raleigh,Modern and stylish 1 bedroom in neighborhood,Entire home/apt,736.0,3.0,5.0,No visitors,5
Burlington,Gorgeous 1 bdrm in carroll gardens,Entire home/apt,1035.0,2.0,3.0,No parties,5
Yakima,"Close to everything, transportation",Private room,1180.0,1.0,1.0,No parties & No smoking & No visitors,1
Lubbock,Columbia & centralpark private room!,Private room,918.0,30.0,5.0,No children under 10 & No smoking,1
Palm Springs,Welcome to yurt -- beautiful room in neighborhood,Private room,1032.0,1.0,5.0,No smoking,2
Ogdensburg,Sun private rm in neighborhood,Private room,284.0,2.0,4.0,No visitors,1
Salt Lake City,Stunning modern suite in the heart of city,Private room,473.0,4.0,2.0,No visitors,2
Prescott,Luxurious soho 2 bedroom,Entire home/apt,970.0,30.0,1.0,No pets & No visitors,2
Scottsbluff,A futon in a beautiful studio for females only,Shared room,777.0,3.0,3.0,No pets,1
Hilton Head,Your cozy and comfy space near 7 train,Private room,814.0,1.0,1.0,No visitors,1
Mason City,1 bedroom in cozy 2 bedroom upper west side,Private room,548.0,3.0,5.0,No parties & No visitors,1
Flint,# 1 a city city apt: close to metro subway,Entire home/apt,214.0,6.0,3.0,No pets,2
Panama City,"Cosy, friendly room in great part of bed stuy!",Private room,501.0,2.0,2.0,No pets & No visitors & No children under 10,2
Longview,"Your home away from home, private cozy room",Private room,188.0,1.0,4.0,No children under 10 & No parties,2
Marquette,"Enormous, beautiful apartment near prospect park",Entire home/apt,1068.0,1.0,5.0,No visitors,7
Portsmouth,Pretty private room in city by prospect park,Private room,1144.0,2.0,4.0,No pets & No visitors,2
Greenville,"Modern, convenient safe midwood, city",Private room,422.0,3.0,2.0,No pets,2
New York,Spacious bedroom in prime city location,Private room,782.0,3.0,4.0,No parties & No pets,1
Hobbs,Spacious and sun-soaked luxury 1br,Entire home/apt,97.0,2.0,4.0,No parties,3
Mosinee,High-end bright 1 bedroom apt. in neighborhood west,Entire home/apt,445.0,30.0,1.0,No smoking & No pets & No visitors,2
Raleigh,Rustic neighborhood loft,Entire home/apt,965.0,5.0,4.0,No smoking & No parties,8
Moab,Bright city apartment,Entire home/apt,712.0,5.0,2.0,No smoking & No visitors & No parties,7
Billings,"Neighborhood, city welcomes you!!",Private room,990.0,2.0,2.0,No pets,2
Kona,Modern city suites - near park,Private room,885.0,1.0,5.0,No parties,1
Madison,Park treasure,Entire home/apt,464.0,20.0,5.0,No visitors & No pets & No smoking,4
Clarksburg,2400 sq ft tribeca loft w/private elevator,Entire home/apt,1141.0,6.0,4.0,No parties & No visitors,11
Flagstaff,"Tranquil private bedroom, hamilton heights, ",Private room,804.0,1.0,2.0,No children under 10 & No smoking,2
Las Vegas,Sophisticated 1br in neighborhood east by sonder,Entire home/apt,372.0,29.0,2.0,No smoking,2
Champaign,"Rento mi sofá cama , en mi apartamento. vivo solo",Shared room,499.0,2.0,4.0,No smoking & No children under 10,1
Cody,Fabulous room in east willamsburg!,Private room,487.0,1.0,2.0,No smoking & No children under 10,1
Sault Ste. Marie,Beautifully furnished 1 br w/office,Entire home/apt,84.0,5.0,4.0,No children under 10,3
Boise,Huge 1bd near park sleeps 5,Entire home/apt,395.0,1.0,5.0,No smoking & No parties,3
Branson,Room with a view of park,Private room,1152.0,2.0,4.0,No children under 10,2
Phoenix,Twin cabin with a window one,Private room,234.0,1.0,2.0,No parties,1
Valparaiso,Newly renovated modern apt in heart of astoria ,Entire home/apt,465.0,4.0,1.0,No pets,3
Kansas City,Private room on the upper west side,Private room,90.0,2.0,4.0,No visitors,2
Tucson,Furnished room in neighborhood,Private room,331.0,1.0,1.0,No parties,2
Yakima,"Single bed  room in townhouse, near subway",Private room,827.0,2.0,3.0,No children under 10 & No pets,2
Sheridan,The lover´s apartment in neighborhood city,Entire home/apt,603.0,4.0,5.0,No pets & No children under 10,3
Belleville,"Cozy  clean room ;airport 5 mints,airport 10 mint astoria",Private room,430.0,1.0,4.0,No pets & No parties,2
Grand Island,"Big apartment, comfy - calm bedroom",Private room,69.0,1.0,4.0,No visitors & No parties & No smoking,1
Colorado Springs,Huge bedroom w/ private living room in big house!,Private room,223.0,2.0,4.0,No visitors & No children under 10,2
Lubbock,Cozy alphabet city bedroom with private patio,Private room,80.0,3.0,4.0,No visitors & No pets & No children under 10,2
Panama City,Sunshine bedroom in old school artist loft,Private room,169.0,7.0,1.0,No parties & No children under 10,2
Portsmouth,Spacious 1 br apartment - ues,Entire home/apt,1009.0,2.0,1.0,No smoking & No pets & No children under 10,6
Augusta,Very close to city! muy cerca de city,Private room,256.0,2.0,5.0,No children under 10 & No visitors,2
Boise,Cherry hill,Entire home/apt,642.0,2.0,2.0,No children under 10 & No visitors & No parties,3
