flight_number,price,departure_time,arrival_time,actual_elapsed_time,flight_date,departure_city,arrival_city,distance
F3877209,249,09:49,12:53,2 hours 4 minutes,2022-03-12,Las Vegas,Denver,628.0
F3877312,214,06:48,08:39,1 hours 51 minutes,2022-03-12,Pensacola,Houston,489.0
F3877347,162,16:51,18:33,1 hours 42 minutes,2022-03-12,Pensacola,Houston,489.0
F3877399,241,14:31,15:54,1 hours 23 minutes,2022-03-12,Houston,Pensacola,489.0
F3877524,167,13:49,16:29,1 hours 40 minutes,2022-03-12,Las Vegas,Denver,628.0
F3877719,164,16:38,19:56,2 hours 18 minutes,2022-03-12,Las Vegas,Denver,628.0
F3877721,110,22:22,23:38,1 hours 16 minutes,2022-03-12,Houston,Pensacola,489.0
F3877914,275,12:01,15:00,1 hours 59 minutes,2022-03-12,Las Vegas,Denver,628.0
F3878053,155,07:57,08:44,1 hours 47 minutes,2022-03-12,Denver,Las Vegas,628.0
F3878156,176,20:43,21:39,1 hours 56 minutes,2022-03-12,Denver,Las Vegas,628.0
F3878278,174,16:05,16:52,1 hours 47 minutes,2022-03-12,Denver,Las Vegas,628.0
F3878356,185,21:03,21:46,1 hours 43 minutes,2022-03-12,Denver,Las Vegas,628.0
F3878361,176,12:11,12:59,1 hours 48 minutes,2022-03-12,Denver,Las Vegas,628.0
F3878366,291,17:33,18:14,1 hours 41 minutes,2022-03-12,Denver,Las Vegas,628.0
F3878407,279,19:04,21:41,1 hours 37 minutes,2022-03-12,Las Vegas,Denver,628.0
F3879843,211,05:41,08:43,2 hours 2 minutes,2022-03-27,Palm Springs,Denver,776.0
F3880127,479,09:55,15:01,3 hours 6 minutes,2022-03-27,Denver,Washington,1452.0
F3880136,370,12:47,14:43,3 hours 56 minutes,2022-03-27,Washington,Denver,1452.0
F3880280,567,10:28,12:18,3 hours 50 minutes,2022-03-27,Washington,Denver,1452.0
F3880301,635,16:23,18:20,3 hours 57 minutes,2022-03-27,Washington,Denver,1452.0
F3880366,369,09:40,14:55,3 hours 15 minutes,2022-03-27,Denver,Washington,1476.0
F3880501,545,17:43,22:52,3 hours 9 minutes,2022-03-27,Denver,Washington,1452.0
F3880520,257,19:13,22:00,1 hours 47 minutes,2022-03-27,Palm Springs,Denver,776.0
F3880651,404,22:01,23:52,3 hours 51 minutes,2022-03-27,Washington,Denver,1452.0
F3880680,485,08:21,10:12,3 hours 51 minutes,2022-03-27,Washington,Denver,1452.0
F3880688,464,17:48,19:47,3 hours 59 minutes,2022-03-27,Washington,Denver,1452.0
F3880894,292,15:49,20:58,3 hours 9 minutes,2022-03-27,Denver,Washington,1452.0
F3880936,316,17:08,18:13,2 hours 5 minutes,2022-03-27,Denver,Palm Springs,776.0
F3880960,269,13:58,16:52,1 hours 54 minutes,2022-03-27,Palm Springs,Denver,776.0
F3880973,665,00:07,05:09,3 hours 2 minutes,2022-03-27,Denver,Washington,1452.0
F3880981,543,11:31,16:31,3 hours 0 minutes,2022-03-27,Denver,Washington,1452.0
F3880999,227,11:16,12:28,2 hours 12 minutes,2022-03-27,Denver,Palm Springs,776.0
F3881064,706,13:50,18:57,3 hours 7 minutes,2022-03-27,Denver,Washington,1452.0
F3881113,370,16:03,18:10,4 hours 7 minutes,2022-03-27,Washington,Denver,1476.0
F3881205,352,19:24,20:56,2 hours 32 minutes,2022-03-27,Denver,Palm Springs,776.0
F3881317,324,22:24,00:08,3 hours 44 minutes,2022-03-26,Washington,Denver,1452.0
F3881643,296,15:53,18:06,4 hours 13 minutes,2022-03-26,Washington,Denver,1476.0
F3881655,439,10:05,15:15,3 hours 10 minutes,2022-03-26,Denver,Washington,1452.0
F3881662,498,12:52,14:33,3 hours 41 minutes,2022-03-26,Washington,Denver,1452.0
F3881794,658,10:07,15:19,3 hours 12 minutes,2022-03-26,Denver,Washington,1452.0
F3881835,425,15:53,17:59,4 hours 6 minutes,2022-03-26,Washington,Denver,1452.0
F3881888,627,09:44,14:55,3 hours 11 minutes,2022-03-26,Denver,Washington,1476.0
F3882170,697,07:53,10:09,4 hours 16 minutes,2022-03-26,Washington,Denver,1452.0
F3882179,677,17:43,19:39,3 hours 56 minutes,2022-03-26,Washington,Denver,1452.0
F3882294,613,10:52,12:20,3 hours 28 minutes,2022-03-26,Washington,Denver,1452.0
F3882381,497,16:02,21:09,3 hours 7 minutes,2022-03-26,Denver,Washington,1452.0
F3882451,464,23:45,04:52,3 hours 7 minutes,2022-03-26,Denver,Washington,1452.0
F3882456,631,11:15,16:21,3 hours 6 minutes,2022-03-26,Denver,Washington,1452.0
F3882529,417,14:14,19:29,3 hours 15 minutes,2022-03-26,Denver,Washington,1452.0
F3882597,708,18:40,23:47,3 hours 7 minutes,2022-03-26,Denver,Washington,1452.0
F3882779,316,22:26,00:15,3 hours 49 minutes,2022-03-25,Washington,Denver,1452.0
F3883005,263,13:55,16:42,1 hours 47 minutes,2022-03-25,Chicago,Atlanta,606.0
F3883012,135,07:27,10:16,1 hours 49 minutes,2022-03-25,Chicago,Atlanta,606.0
F3883160,456,15:56,17:55,3 hours 59 minutes,2022-03-25,Washington,Denver,1476.0
F3883177,554,10:02,15:19,3 hours 17 minutes,2022-03-25,Denver,Washington,1452.0
F3883187,408,12:44,14:28,3 hours 44 minutes,2022-03-25,Washington,Denver,1452.0
F3883384,606,16:33,18:05,3 hours 32 minutes,2022-03-25,Washington,Denver,1452.0
F3883453,391,09:45,14:48,3 hours 3 minutes,2022-03-25,Denver,Washington,1476.0
F3883785,298,07:56,09:51,3 hours 55 minutes,2022-03-25,Washington,Denver,1452.0
F3883797,341,17:20,19:32,4 hours 12 minutes,2022-03-25,Washington,Denver,1452.0
F3883900,263,17:28,18:41,2 hours 13 minutes,2022-03-25,Atlanta,Chicago,606.0
F3883924,690,10:44,12:04,3 hours 20 minutes,2022-03-25,Washington,Denver,1452.0
F3884029,525,15:52,21:08,3 hours 16 minutes,2022-03-25,Denver,Washington,1452.0
F3884120,378,23:37,04:38,3 hours 1 minutes,2022-03-25,Denver,Washington,1452.0
F3884126,485,11:43,16:46,3 hours 3 minutes,2022-03-25,Denver,Washington,1452.0
F3884210,432,14:03,18:58,2 hours 55 minutes,2022-03-25,Denver,Washington,1452.0
F3884243,851,22:30,06:09,4 hours 39 minutes,2022-03-25,Sacramento,Washington,2358.0
F3884284,636,17:45,22:54,3 hours 9 minutes,2022-03-25,Denver,Washington,1452.0
F3884347,149,11:16,12:10,1 hours 54 minutes,2022-03-25,Atlanta,Chicago,606.0
F3884348,1045,17:43,20:12,5 hours 29 minutes,2022-03-25,Washington,Sacramento,2358.0
F3884474,594,23:03,00:46,3 hours 43 minutes,2022-03-24,Washington,Denver,1452.0
F3884700,239,13:54,16:50,1 hours 56 minutes,2022-03-24,Chicago,Atlanta,606.0
F3884707,233,07:33,10:31,1 hours 58 minutes,2022-03-24,Chicago,Atlanta,606.0
F3884856,497,15:54,17:42,3 hours 48 minutes,2022-03-24,Washington,Denver,1476.0
F3884873,337,10:06,15:38,3 hours 32 minutes,2022-03-24,Denver,Washington,1452.0
F3884883,507,12:45,14:23,3 hours 38 minutes,2022-03-24,Washington,Denver,1452.0
F3885081,378,15:49,17:56,4 hours 7 minutes,2022-03-24,Washington,Denver,1452.0
F3885150,564,09:42,14:53,3 hours 11 minutes,2022-03-24,Denver,Washington,1476.0
F3885187,299,18:18,21:14,1 hours 56 minutes,2022-03-24,Chicago,Albany,723.0
F3885480,511,07:54,10:03,4 hours 9 minutes,2022-03-24,Washington,Denver,1452.0
F3885492,690,17:38,19:19,3 hours 41 minutes,2022-03-24,Washington,Denver,1452.0
F3885594,205,17:41,18:34,1 hours 53 minutes,2022-03-24,Atlanta,Chicago,606.0
F3885618,504,10:44,12:20,3 hours 36 minutes,2022-03-24,Washington,Denver,1452.0
F3885723,465,15:47,21:06,3 hours 19 minutes,2022-03-24,Denver,Washington,1452.0
F3885814,476,23:40,04:53,3 hours 13 minutes,2022-03-24,Denver,Washington,1452.0
F3885820,445,11:16,16:32,3 hours 16 minutes,2022-03-24,Denver,Washington,1452.0
F3885904,661,14:10,19:12,3 hours 2 minutes,2022-03-24,Denver,Washington,1452.0
F3885936,588,22:28,06:13,4 hours 45 minutes,2022-03-24,Sacramento,Washington,2358.0
F3885977,613,17:49,23:04,3 hours 15 minutes,2022-03-24,Denver,Washington,1452.0
F3886041,129,11:18,12:04,1 hours 46 minutes,2022-03-24,Atlanta,Chicago,606.0
F3886042,933,18:17,20:37,5 hours 20 minutes,2022-03-24,Washington,Sacramento,2358.0
F3886099,235,06:14,07:37,2 hours 23 minutes,2022-03-24,Albany,Chicago,723.0
F3886147,479,20:18,21:56,3 hours 38 minutes,2022-03-23,Houston,Santa Ana,1346.0
F3886169,713,22:30,23:56,3 hours 26 minutes,2022-03-23,Washington,Denver,1452.0
F3886190,268,08:36,10:41,2 hours 5 minutes,2022-03-23,San Francisco,Seattle,679.0
F3886202,170,06:58,09:24,2 hours 26 minutes,2022-03-23,Seattle,San Francisco,679.0
F3886245,193,09:39,11:46,2 hours 7 minutes,2022-03-23,Seattle,San Francisco,679.0
F3886265,284,18:57,20:59,2 hours 2 minutes,2022-03-23,San Francisco,Seattle,679.0
F3886268,407,11:35,16:41,3 hours 6 minutes,2022-03-23,Santa Ana,Houston,1346.0
F3886366,275,10:37,12:41,2 hours 4 minutes,2022-03-23,San Francisco,Seattle,679.0
F3886544,617,15:59,17:58,3 hours 59 minutes,2022-03-23,Washington,Denver,1476.0
F3886561,621,10:09,15:37,3 hours 28 minutes,2022-03-23,Denver,Washington,1452.0
F3886571,652,12:45,14:24,3 hours 39 minutes,2022-03-23,Washington,Denver,1452.0
F3886573,543,10:14,11:50,3 hours 36 minutes,2022-03-23,Houston,Santa Ana,1346.0
F3886591,179,16:09,18:13,2 hours 4 minutes,2022-03-23,Seattle,San Francisco,679.0
F3890675,128,06:59,08:33,1 hours 34 minutes,2022-03-08,Pensacola,Houston,489.0
F3890717,230,17:15,19:04,1 hours 49 minutes,2022-03-08,Pensacola,Houston,489.0
F3890779,142,15:15,16:38,1 hours 23 minutes,2022-03-08,Houston,Pensacola,489.0
F3891151,232,20:02,21:22,1 hours 20 minutes,2022-03-08,Houston,Pensacola,489.0
F3892350,199,06:50,08:25,1 hours 35 minutes,2022-03-07,Pensacola,Houston,489.0
F3892391,169,17:23,19:02,1 hours 39 minutes,2022-03-07,Pensacola,Houston,489.0
F3892453,206,14:59,16:28,1 hours 29 minutes,2022-03-07,Houston,Pensacola,489.0
F3892824,116,19:58,21:36,1 hours 38 minutes,2022-03-07,Houston,Pensacola,489.0
F3893475,319,13:44,15:46,2 hours 2 minutes,2022-03-23,Seattle,San Francisco,679.0
F3893557,721,15:48,17:18,3 hours 30 minutes,2022-03-23,Washington,Denver,1452.0
F3893626,561,09:46,14:57,3 hours 11 minutes,2022-03-23,Denver,Washington,1476.0
F3893661,345,18:19,21:21,2 hours 2 minutes,2022-03-23,Chicago,Albany,723.0
F3893691,561,14:33,16:06,3 hours 33 minutes,2022-03-23,Houston,Santa Ana,1346.0
F3893948,471,07:55,09:25,3 hours 30 minutes,2022-03-23,Washington,Denver,1452.0
F3893960,544,17:29,19:22,3 hours 53 minutes,2022-03-23,Washington,Denver,1452.0
F3894025,424,13:23,18:34,3 hours 11 minutes,2022-03-23,Santa Ana,Houston,1346.0
F3894045,651,08:05,13:06,3 hours 1 minutes,2022-03-23,Santa Ana,Houston,1346.0
F3894057,176,19:27,21:36,2 hours 9 minutes,2022-03-23,Seattle,San Francisco,679.0
F3894084,556,11:03,12:34,3 hours 31 minutes,2022-03-23,Washington,Denver,1452.0
F3894189,608,15:47,21:06,3 hours 19 minutes,2022-03-23,Denver,Washington,1452.0
F3894280,582,23:42,04:51,3 hours 9 minutes,2022-03-23,Denver,Washington,1452.0
F3894286,622,11:10,16:27,3 hours 17 minutes,2022-03-23,Denver,Washington,1452.0
F3894311,271,13:02,14:55,1 hours 53 minutes,2022-03-23,San Francisco,Seattle,679.0
F3894368,713,14:04,19:12,3 hours 8 minutes,2022-03-23,Denver,Washington,1452.0
F3894378,169,16:18,18:20,2 hours 2 minutes,2022-03-23,San Francisco,Seattle,679.0
F3894399,1171,22:32,06:25,4 hours 53 minutes,2022-03-23,Sacramento,Washington,2358.0
F3894440,598,17:36,22:54,3 hours 18 minutes,2022-03-23,Denver,Washington,1452.0
F3894505,722,17:37,19:49,5 hours 12 minutes,2022-03-23,Washington,Sacramento,2358.0
F3894562,283,06:10,07:51,2 hours 41 minutes,2022-03-23,Albany,Chicago,723.0
F3894606,411,20:21,21:58,3 hours 37 minutes,2022-03-22,Houston,Santa Ana,1346.0
F3894638,460,07:43,10:28,4 hours 45 minutes,2022-03-22,New York,Denver,1620.0
F3894648,296,08:32,10:50,2 hours 18 minutes,2022-03-22,San Francisco,Seattle,679.0
F3894660,162,06:54,08:47,1 hours 53 minutes,2022-03-22,Seattle,San Francisco,679.0
F3894693,538,18:30,20:45,4 hours 15 minutes,2022-03-22,New York,Denver,1620.0
F3894702,207,09:39,12:07,2 hours 28 minutes,2022-03-22,Seattle,San Francisco,679.0
F3894714,396,13:58,16:30,4 hours 32 minutes,2022-03-22,New York,Denver,1620.0
F3894722,271,19:42,21:49,2 hours 7 minutes,2022-03-22,San Francisco,Seattle,679.0
F3894725,605,11:52,17:05,3 hours 13 minutes,2022-03-22,Santa Ana,Houston,1346.0
F3894823,159,10:38,12:43,2 hours 5 minutes,2022-03-22,San Francisco,Seattle,679.0
F3895015,491,10:08,12:38,4 hours 30 minutes,2022-03-22,New York,Denver,1620.0
F3895029,592,11:30,13:03,3 hours 33 minutes,2022-03-22,Houston,Santa Ana,1346.0
F3895035,534,06:14,08:41,4 hours 27 minutes,2022-03-22,New York,Denver,1620.0
F3895047,156,16:23,18:20,1 hours 57 minutes,2022-03-22,Seattle,San Francisco,679.0
F3895140,207,13:46,15:43,1 hours 57 minutes,2022-03-22,Seattle,San Francisco,679.0
F3895192,705,16:35,19:10,4 hours 35 minutes,2022-03-22,New York,Denver,1620.0
F3895216,753,16:18,21:58,3 hours 40 minutes,2022-03-22,Denver,New York,1620.0
F3895327,338,18:22,21:09,1 hours 47 minutes,2022-03-22,Chicago,Albany,723.0
F3895358,594,16:07,17:32,3 hours 25 minutes,2022-03-22,Houston,Santa Ana,1346.0
F3895432,655,10:11,15:49,3 hours 38 minutes,2022-03-22,Denver,New York,1620.0
F3895445,486,12:08,14:32,4 hours 24 minutes,2022-03-22,New York,Denver,1620.0
F3895455,753,17:51,23:19,3 hours 28 minutes,2022-03-22,Denver,New York,1620.0
F3895460,654,13:53,19:38,3 hours 45 minutes,2022-03-22,Denver,New York,1620.0
F3895692,660,14:11,19:18,3 hours 7 minutes,2022-03-22,Santa Ana,Houston,1346.0
F3895712,374,07:55,12:55,3 hours 0 minutes,2022-03-22,Santa Ana,Houston,1346.0
F3895724,241,19:31,21:34,2 hours 3 minutes,2022-03-22,Seattle,San Francisco,679.0
F3895939,696,11:55,17:40,3 hours 45 minutes,2022-03-22,Denver,New York,1620.0
F3895980,135,13:11,15:13,2 hours 2 minutes,2022-03-22,San Francisco,Seattle,679.0
F3896047,186,16:39,18:35,1 hours 56 minutes,2022-03-22,San Francisco,Seattle,679.0
F3896051,341,16:20,22:12,3 hours 52 minutes,2022-03-22,Denver,New York,1620.0
F3896068,899,22:32,06:27,4 hours 55 minutes,2022-03-22,Sacramento,Washington,2358.0
F3896087,528,07:24,12:50,3 hours 26 minutes,2022-03-22,Denver,New York,1620.0
F3896174,661,17:40,20:02,5 hours 22 minutes,2022-03-22,Washington,Sacramento,2358.0
F3896231,353,06:06,07:43,2 hours 37 minutes,2022-03-22,Albany,Chicago,723.0
F3896307,596,07:40,10:40,5 hours 0 minutes,2022-03-21,New York,Denver,1620.0
F3896318,206,09:17,11:21,2 hours 4 minutes,2022-03-21,San Francisco,Seattle,679.0
F3896330,248,06:58,08:48,1 hours 50 minutes,2022-03-21,Seattle,San Francisco,679.0
F3896363,746,18:13,20:51,4 hours 38 minutes,2022-03-21,New York,Denver,1620.0
F3896372,229,09:42,11:45,2 hours 3 minutes,2022-03-21,Seattle,San Francisco,679.0
F3896384,344,14:03,16:44,4 hours 41 minutes,2022-03-21,New York,Denver,1620.0
F3896392,338,18:58,21:11,2 hours 13 minutes,2022-03-21,San Francisco,Seattle,679.0
F3896395,411,11:31,17:04,3 hours 33 minutes,2022-03-21,Santa Ana,Houston,1346.0
F3896494,147,10:34,12:44,2 hours 10 minutes,2022-03-21,San Francisco,Seattle,679.0
F3896687,607,09:56,12:30,4 hours 34 minutes,2022-03-21,New York,Denver,1620.0
F3896700,352,10:20,12:07,3 hours 47 minutes,2022-03-21,Houston,Santa Ana,1346.0
F3896706,496,06:15,08:58,4 hours 43 minutes,2022-03-21,New York,Denver,1620.0
F3896718,186,16:12,18:05,1 hours 53 minutes,2022-03-21,Seattle,San Francisco,679.0
F3896813,171,13:38,15:33,1 hours 55 minutes,2022-03-21,Seattle,San Francisco,679.0
F3896865,578,17:17,19:50,4 hours 33 minutes,2022-03-21,New York,Denver,1620.0
F3896889,383,16:13,21:39,3 hours 26 minutes,2022-03-21,Denver,New York,1620.0
F3897032,643,14:41,16:04,3 hours 23 minutes,2022-03-21,Houston,Santa Ana,1346.0
F3897106,355,11:15,16:30,3 hours 15 minutes,2022-03-21,Denver,New York,1620.0
F3897119,719,12:18,14:59,4 hours 41 minutes,2022-03-21,New York,Denver,1620.0
F3897129,711,18:22,23:34,3 hours 12 minutes,2022-03-21,Denver,New York,1620.0
F3897134,721,13:56,19:01,3 hours 5 minutes,2022-03-21,Denver,New York,1620.0
F3897369,512,13:16,18:28,3 hours 12 minutes,2022-03-21,Santa Ana,Houston,1346.0
F3897390,340,07:57,13:05,3 hours 8 minutes,2022-03-21,Santa Ana,Houston,1346.0
F3897402,219,19:34,21:29,1 hours 55 minutes,2022-03-21,Seattle,San Francisco,679.0
F3897619,336,12:17,17:26,3 hours 9 minutes,2022-03-21,Denver,New York,1620.0
F3897659,161,13:00,15:05,2 hours 5 minutes,2022-03-21,San Francisco,Seattle,679.0
F3897728,282,16:19,18:29,2 hours 10 minutes,2022-03-21,San Francisco,Seattle,679.0
F3897732,643,16:54,22:04,3 hours 10 minutes,2022-03-21,Denver,New York,1620.0
F3897769,750,07:49,13:06,3 hours 17 minutes,2022-03-21,Denver,New York,1620.0
F3897987,678,07:42,09:57,4 hours 15 minutes,2022-03-20,New York,Denver,1620.0
F3898038,602,18:14,20:38,4 hours 24 minutes,2022-03-20,New York,Denver,1620.0
F3898059,590,13:58,16:09,4 hours 11 minutes,2022-03-20,New York,Denver,1620.0
F3898338,573,09:56,12:04,4 hours 8 minutes,2022-03-20,New York,Denver,1620.0
F3898357,460,06:17,08:32,4 hours 15 minutes,2022-03-20,New York,Denver,1620.0
F3898504,413,17:12,19:32,4 hours 20 minutes,2022-03-20,New York,Denver,1620.0
F3898526,702,16:12,21:31,3 hours 19 minutes,2022-03-20,Denver,New York,1620.0
F3898721,366,10:41,16:22,3 hours 41 minutes,2022-03-20,Denver,New York,1620.0
F3898733,589,12:12,14:18,4 hours 6 minutes,2022-03-20,New York,Denver,1620.0
F3898742,351,18:02,23:26,3 hours 24 minutes,2022-03-20,Denver,New York,1620.0
F3898748,717,13:58,19:28,3 hours 30 minutes,2022-03-20,Denver,New York,1620.0
F3899205,556,11:45,17:25,3 hours 40 minutes,2022-03-20,Denver,New York,1620.0
F3899312,792,16:29,21:51,3 hours 22 minutes,2022-03-20,Denver,New York,1620.0
F3899349,350,07:26,12:52,3 hours 26 minutes,2022-03-20,Denver,New York,1620.0
F3899558,705,07:46,10:06,4 hours 20 minutes,2022-03-19,New York,Denver,1620.0
F3899608,746,19:23,21:50,4 hours 27 minutes,2022-03-19,New York,Denver,1620.0
F3899631,414,13:55,16:06,4 hours 11 minutes,2022-03-19,New York,Denver,1620.0
F3899888,755,09:44,11:46,4 hours 2 minutes,2022-03-19,New York,Denver,1620.0
F3899904,673,06:12,08:12,4 hours 0 minutes,2022-03-19,New York,Denver,1620.0
F3899998,109,16:53,18:18,1 hours 25 minutes,2022-03-19,Bozeman,Denver,524.0
F3900799,112,06:53,08:37,1 hours 44 minutes,2022-03-06,Pensacola,Houston,489.0
F3900835,224,19:06,20:43,1 hours 37 minutes,2022-03-06,Pensacola,Houston,489.0
F3900892,104,16:45,18:16,1 hours 31 minutes,2022-03-06,Houston,Pensacola,489.0
F3901232,122,20:00,21:25,1 hours 25 minutes,2022-03-06,Houston,Pensacola,489.0
F3902438,174,07:37,09:32,1 hours 55 minutes,2022-03-05,Jacksonville,Washington,630.0
F3903501,294,06:02,08:11,2 hours 9 minutes,2022-03-05,Savannah,Newark,708.0
F3903970,127,07:33,09:24,1 hours 51 minutes,2022-03-04,Jacksonville,Washington,630.0
F3904281,178,17:12,19:09,1 hours 57 minutes,2022-03-04,Washington,Jacksonville,630.0
F3905124,272,22:06,00:05,1 hours 59 minutes,2022-03-04,Newark,Savannah,708.0
F3905414,161,11:08,13:13,2 hours 5 minutes,2022-03-03,Washington,Jacksonville,630.0
F3905661,205,07:29,09:11,1 hours 42 minutes,2022-03-03,Jacksonville,Washington,630.0
F3905968,203,17:10,19:20,2 hours 10 minutes,2022-03-03,Washington,Jacksonville,630.0
F3906753,224,14:30,16:33,2 hours 3 minutes,2022-03-03,Jacksonville,Washington,630.0
F3907035,428,09:59,15:31,3 hours 32 minutes,2022-03-19,Denver,New York,1620.0
F3907045,598,12:29,14:29,4 hours 0 minutes,2022-03-19,New York,Denver,1620.0
F3907054,416,18:16,23:50,3 hours 34 minutes,2022-03-19,Denver,New York,1620.0
F3907089,172,15:47,17:18,1 hours 31 minutes,2022-03-19,Bozeman,Denver,524.0
F3907176,197,13:33,15:13,1 hours 40 minutes,2022-03-19,Denver,Bozeman,524.0
F3907339,197,20:18,21:51,1 hours 33 minutes,2022-03-19,Denver,Bozeman,524.0
F3907415,206,13:17,14:57,1 hours 40 minutes,2022-03-19,Denver,Bozeman,524.0
F3907479,330,11:56,17:24,3 hours 28 minutes,2022-03-19,Denver,New York,1620.0
F3907541,240,06:49,08:32,1 hours 43 minutes,2022-03-19,Bozeman,Denver,524.0
F3907612,338,07:29,13:03,3 hours 34 minutes,2022-03-19,Denver,New York,1620.0
F3907882,666,18:56,20:51,3 hours 55 minutes,2022-03-18,New York,Denver,1620.0
F3907905,505,15:14,17:11,3 hours 57 minutes,2022-03-18,New York,Denver,1620.0
F3908213,427,12:28,14:23,3 hours 55 minutes,2022-03-18,New York,Denver,1620.0
F3908233,569,12:13,14:02,3 hours 49 minutes,2022-03-18,New York,Denver,1620.0
F3908341,254,16:50,18:24,1 hours 34 minutes,2022-03-18,Bozeman,Denver,524.0
F3908391,476,16:54,18:43,3 hours 49 minutes,2022-03-18,New York,Denver,1620.0
F3908415,663,16:19,21:47,3 hours 28 minutes,2022-03-18,Denver,New York,1620.0
F3908634,540,10:26,16:01,3 hours 35 minutes,2022-03-18,Denver,New York,1620.0
F3908647,774,13:03,15:02,3 hours 59 minutes,2022-03-18,New York,Denver,1620.0
F3908657,391,18:09,23:49,3 hours 40 minutes,2022-03-18,Denver,New York,1620.0
F3908663,693,13:51,19:49,3 hours 58 minutes,2022-03-18,Denver,New York,1620.0
F3908695,173,14:39,16:14,1 hours 35 minutes,2022-03-18,Bozeman,Denver,524.0
F3908794,138,13:33,15:13,1 hours 40 minutes,2022-03-18,Denver,Bozeman,524.0
F3908979,172,20:54,22:26,1 hours 32 minutes,2022-03-18,Denver,Bozeman,524.0
F3909070,108,11:44,13:29,1 hours 45 minutes,2022-03-18,Denver,Bozeman,524.0
F3909150,518,12:24,18:01,3 hours 37 minutes,2022-03-18,Denver,New York,1620.0
F3909223,193,06:54,08:25,1 hours 31 minutes,2022-03-18,Bozeman,Denver,524.0
F3909265,543,16:19,21:51,3 hours 32 minutes,2022-03-18,Denver,New York,1620.0
F3909302,353,07:33,13:58,4 hours 25 minutes,2022-03-18,Denver,New York,1620.0
F3909760,356,18:17,20:31,2 hours 14 minutes,2022-03-17,Washington,Orlando,758.0
F3909764,171,14:17,17:08,2 hours 51 minutes,2022-03-17,Orlando,Washington,758.0
F3909850,375,19:12,21:11,1 hours 59 minutes,2022-03-17,Orlando,Washington,758.0
F3910393,217,14:59,16:34,1 hours 35 minutes,2022-03-17,Bozeman,Denver,524.0
F3910419,173,10:33,12:45,2 hours 12 minutes,2022-03-17,Washington,Orlando,758.0
F3910463,156,06:59,09:01,2 hours 2 minutes,2022-03-17,Orlando,Washington,758.0
F3910676,167,20:11,21:48,1 hours 37 minutes,2022-03-17,Denver,Bozeman,524.0
F3910750,361,22:15,00:27,2 hours 12 minutes,2022-03-17,Washington,Orlando,758.0
F3910766,204,12:11,14:05,1 hours 54 minutes,2022-03-17,Denver,Bozeman,524.0
F3910919,142,06:58,09:11,2 hours 13 minutes,2022-03-17,Bozeman,Denver,524.0
F3911451,292,17:48,20:09,2 hours 21 minutes,2022-03-16,Washington,Orlando,758.0
F3911455,313,14:06,16:00,1 hours 54 minutes,2022-03-16,Orlando,Washington,758.0
F3911540,228,19:00,21:14,2 hours 14 minutes,2022-03-16,Orlando,Washington,758.0
F3912100,164,10:41,12:59,2 hours 18 minutes,2022-03-16,Washington,Orlando,758.0
F3912143,255,07:08,09:14,2 hours 6 minutes,2022-03-16,Orlando,Washington,758.0
F3912426,333,22:28,00:33,2 hours 5 minutes,2022-03-16,Washington,Orlando,758.0
F3913118,153,17:35,19:59,2 hours 24 minutes,2022-03-15,Washington,Orlando,758.0
F3913122,351,20:40,22:36,1 hours 56 minutes,2022-03-15,Orlando,Washington,758.0
F3913206,299,19:31,21:24,1 hours 53 minutes,2022-03-15,Orlando,Washington,758.0
F3913768,349,17:29,19:46,2 hours 17 minutes,2022-03-15,Washington,Orlando,758.0
F3919324,84,15:41,16:56,1 hours 15 minutes,2022-03-27,New York,Washington,229.0
F3919326,103,10:11,11:25,1 hours 14 minutes,2022-03-27,New York,Washington,229.0
F3919334,86,09:02,10:38,1 hours 36 minutes,2022-03-27,Washington,New York,229.0
F3919336,65,12:27,13:29,1 hours 2 minutes,2022-03-27,Washington,New York,229.0
F3919338,85,11:57,13:24,1 hours 27 minutes,2022-03-27,Washington,New York,229.0
F3919339,83,11:08,12:41,1 hours 33 minutes,2022-03-27,New York,Washington,229.0
F3919349,101,13:22,14:49,1 hours 27 minutes,2022-03-27,Washington,New York,229.0
F3919352,48,17:31,18:51,1 hours 20 minutes,2022-03-27,New York,Washington,229.0
F3919360,108,08:54,09:52,0 hours 58 minutes,2022-03-27,New York,Washington,229.0
F3919362,50,13:56,15:20,1 hours 24 minutes,2022-03-27,New York,Washington,229.0
F3919363,45,20:12,21:32,1 hours 20 minutes,2022-03-27,New York,Washington,229.0
F3919371,94,18:39,19:59,1 hours 20 minutes,2022-03-27,Washington,New York,229.0
F3919398,112,15:30,17:00,1 hours 30 minutes,2022-03-27,Washington,New York,229.0
F3919410,75,18:10,19:40,1 hours 30 minutes,2022-03-27,Washington,New York,229.0
F3919425,75,20:40,21:58,1 hours 18 minutes,2022-03-27,New York,Washington,229.0
F3919557,172,20:02,21:50,1 hours 48 minutes,2022-03-27,Newark,Columbus,463.0
F3919568,71,08:06,09:18,1 hours 12 minutes,2022-03-27,Washington,New York,229.0
F3919576,75,14:25,15:41,1 hours 16 minutes,2022-03-27,New York,Washington,229.0
F3919834,97,15:22,16:54,1 hours 32 minutes,2022-03-26,New York,Washington,229.0
F3919835,109,10:25,11:32,1 hours 7 minutes,2022-03-26,New York,Washington,229.0
F3919839,110,08:55,10:09,1 hours 14 minutes,2022-03-26,Washington,New York,229.0
